TT2ID,c27id,uni,FC_ID,Cohort,oct_ob_location,oct_Grade,oct_Setting,oct_Subject,oct_obs_date,oct_dom1a,oct_dom1c,oct_dom1e,oct_dom2b,oct_dom2c,oct_dom2d,oct_dom3b,oct_dom3c,oct_dom3d,oct_dom4a,oct_rel_effect
1d2b4cd7-35a5-411b-a02c-a54d00a3e07a,50749,City College,1789,Cohort 27,X117,6,Self-contained,ESL,17-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
1e36dfcb-1264-46c2-b42f-a52900d2a785,50403,St. John's University,1857,Cohort 27,K662,7,CTT/ICT,Special Education,22-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Below Average
1e4f4489-dcc4-450d-b9ce-a4f10187c637,50622,City College,1834,Cohort 27,12X195 ,1,,ESL,26-Sep-16,Developing+,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
1e6b57e0-ecd1-4c43-9fca-a5280146aab7,50636,Lehman College,2012,Cohort 27,x083,7,CTT/ICT,Math,13-Oct-16,Effective,Developing+,Developing+,Developing+,Effective,Effective,Developing+,Developing,Developing+,Effective,Average
1eb263fa-a03a-4e7b-ae06-a468010ab208,50305,Pace University,956,Cohort 27,Q721,10,D75,D75,27-Sep-16,Effective+,Effective+,Effective+,Effective+,Effective+,Effective+,Effective,Effective+,Effective,Highly Effective,Top 10%
1efa77e4-a3ef-4c1b-b7c7-a56100c57cc7,50663,St. John's University,1716,Cohort 27,K760,7,Self-contained,Math,27-Sep-16,Developing,Ineffective,Ineffective,Ineffective,Ineffective,Ineffective,Ineffective,Developing,Ineffective,Ineffective,Below Average
1f1b663e-8ef1-4477-b91c-a52a00acf8e6,50630,Pace University,2068,Cohort 27,K771,2,D75,D75,29-Sep-16,Developing+,Developing+,Effective,Effective,Effective,Effective,Developing+,Effective,Developing+,Effective,Above Average
1f3f66d9-f69c-4901-bc6e-a592010d446b,51133,Long Island University,1759,Cohort 27,Q425,9,Self-contained,Special Education,11-Oct-16,Developing+,Developing+,Developing,Developing+,Developing+,Developing+,Developing,Developing+,Developing+,Developing+,Average
2030344c-f6fd-4104-b15e-a598015f56d9,50830,City College,2061,Cohort 27,x440,11,N/A,ESL,7-Oct-16,Developing,Developing,Developing,Developing,Developing+,Developing+,Developing+,Developing+,Developing,Developing+,Average
21449a5a-cccf-4a38-a89b-a5370155cc73,50487,St. John's University,205,Cohort 27,x564,9,,Math,5-Oct-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing+,Average
2166ab79-7b46-4612-a4ab-a51f01305f22,50906,City College,2065,Cohort 27,M610,9,N/A,ESL,6-Oct-16,Developing,Developing,Ineffective,Developing+,Effective,Effective,Developing,Developing,Developing,Ineffective,Above Average
2172224e-2638-4ba2-a6f5-a12c00a2ccad,50043,Brooklyn College,142,,,9,,,27-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Top 10%
2196183f-68e6-4381-9ed8-a56000ca0990,50838,Hunter SPED,1917,Cohort 27,K771,1,D75,D75,7-Oct-16,Developing+,Developing+,Developing+,Developing,Developing,Developing+,Developing+,Developing+,Developing,Developing+,Average
2209f2d6-25f5-48f8-b7da-a58a010e59ca,51166,City College,1833,Cohort 27,M194,K,,Bilingual,7-Oct-16,Developing+,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing,Developing+,Effective,Average
22a20b92-e9b6-46c4-88f3-a58301503bf9,50959,Long Island University,1937,Cohort 27,X302,6,Self-contained,Special Education,14-Oct-16,Developing,Developing,Developing+,Effective,Effective,Effective,Developing+,Effective,Developing+,Developing,Average
22c3d8cb-2bf7-4454-94a9-a0e800b051de,50018,Lehman College,2006,Cohort 27,M529,9,CTT/ICT,Science,22-Sep-16,Effective,Developing+,Effective,Effective,Effective,Effective,Effective,Effective,Developing+,Developing+,Top 10%
22dab9cf-39c9-4f7a-8c47-a51a00e20771,50581,Hunter SPED,2039,Cohort 27,x211,6,Self-contained,Special Education,28-Sep-16,Developing+,Developing,Developing,Developing+,Developing,Developing+,Developing,Developing,Developing,Developing,Average
232ab4d0-d836-45c4-bd88-a4570140b4ab,50234,St. John's University,1953,Cohort 27,M630,12,Self-contained,Special Education,28-Sep-16,Developing+,Developing+,Developing,Developing+,Developing+,Developing+,Developing+,Developing+,Developing,Developing,Average
239e86dd-4027-477c-a126-a518009174e6,50511,St. John's University,1850,Cohort 27,27q480,9,N/A,Math,5-Oct-16,Effective,Developing+,Developing+,Effective,Effective,Effective,Developing+,Developing+,Developing+,Effective,Average
23abd4fd-fcce-431a-b5a3-a545015746d4,51081,City College,1841,Cohort 27,M311,2,,Bilingual,6-Oct-16,Ineffective,Ineffective,Ineffective,Ineffective,Developing,Ineffective,Developing,Ineffective,Ineffective,Developing,Average
23e52541-5c4e-4b0b-afa6-a5b600940543,51073,Brooklyn College,1846,,,7,CTT/ICT,,25-Oct-16,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Above Average
2424cec6-bbb5-498b-8aab-a593015de0f4,51135,City College,1788,Cohort 27,07/X/527,10,,ESL,6-Oct-16,Developing+,Developing+,Developing+,Developing+,Developing+,Effective,Developing+,Developing+,Developing+,Developing+,Average
24cf1d24-05b6-4fee-9dc3-a56f0114c427,50713,Hunter SPED,1838,Cohort 27,X320,10,CTT/ICT,Special Education,13-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
2512093b-7a3d-4374-85cc-a5370141c0fd,50486,Long Island University,1919,Cohort 27,Q450,10,CTT/ICT,Special Education,20-Oct-16,Developing,Developing,Developing,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Average
25314c4f-962e-44f6-ac51-a55a0176fb3c,51124,City College,1788,Cohort 27,19/K/510,9,,ESL,28-Sep-16,Developing+,Developing+,Developing+,Developing+,Developing+,Effective,Developing+,Developing+,Developing+,Developing+,Average
25bf558f-89f9-4b9a-bdbe-a55201044ff4,51006,Hunter SPED,2033,Cohort 27,X527,9,CTT/ICT,Special Education,14-Oct-16,Developing+,Developing,Developing,Developing,Ineffective,Ineffective,Developing,Developing,Developing,Developing+,Below Average
25c3861b-8e80-4fe0-a16c-a43701753817,50312,City College,1789,Cohort 27,X163,2,N/A,Bilingual,18-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
267f67be-8bcd-4e48-98e8-a16a00f1378c,50014,Hunter TESOL,1908,Cohort 27,M423,11,,ESL,26-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
26c1883a-df22-4431-b689-a5470133816a,51001,Lehman College,2007,Cohort 27,M630,10,,Science,18-Oct-16,Effective+,Developing+,Developing,Developing+,Developing+,Effective,Developing,Developing,Developing,Developing+,Average
26c2fbdc-de46-4295-86f2-a5ad017c676e,51153,Pace University,1854,Cohort 27,Q255@Q151,K,D75,D75,22-Sep-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing,Developing+,Developing+,Developing+,Developing+,Average
27134a72-8de3-4d09-85a6-a5380162cfb1,50709,St. John's University,1146,Cohort 27,x525,9,N/A,Math,5-Oct-16,Effective+,Effective,Effective+,Effective+,Effective+,Effective+,Effective,Effective+,Effective,Effective,Above Average
27254c1a-2386-4de0-bb50-a41e0116314e,50231,Hunter TESOL,2078,Cohort 27,17K375,1,N/A,Bilingual,18-Oct-16,Effective,Effective,Effective,Effective,Developing+,Developing+,Effective,Effective,Effective,Developing+,Above Average
2784109f-af27-4de9-a704-a30400f709bf,50087,Hunter SPED,1205,Cohort 27,X267,7,CTT/ICT,Special Education,22-Sep-16,Developing,Developing,Developing,Developing+,Developing,Developing,Developing,Developing+,Developing,Developing+,Average
2797460b-7b79-49df-9163-a582001b4388,50955,Long Island University,1704,Cohort 27,K528,9,CTT/ICT,Special Education,25-Oct-16,,,,,,,,,,,Bottom 10%
27a26ed2-4ea8-4c29-b355-a5a800ca837f,51067,Pace University,1853,Cohort 27,R721,10,D75,D75,19-Oct-16,Effective,Effective,Effective,Effective,Effective+,Effective,Effective,Effective,Effective,Effective,Average
27dda788-9eee-44fb-84c8-a57600f87fe4,50902,Brooklyn College,2027,,,9,CTT/ICT,,18-Oct-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Effective,Average
27fc9ff0-b437-484d-a711-a58600102c79,50960,Hunter SPED,426,Cohort 27,11X326,7,CTT/ICT,Special Education,6-Oct-16,Developing,Developing,Developing,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing,Average
2831b5a5-9a80-40dd-af6e-a51900f9318b,50358,Long Island University,1711,Cohort 27,X692,10,Self-contained,Special Education,17-Oct-16,,,,Developing,Developing,Developing,,Developing,Developing+,Developing+,Below Average
284e65bf-2d40-4ea4-a473-a51100bc7a67,50751,Long Island University,1919,Cohort 27,q450,9,CTT/ICT,Special Education,13-Oct-16,Developing,Developing,Developing,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Average
289bd317-39b2-4b4b-a107-a57e00df7e10,50939,Long Island University,621,Cohort 27,K670,10,CTT/ICT,Special Education,17-Oct-16,Developing+,Developing+,Developing+,Effective,Effective,Developing+,Developing+,Effective,Developing+,Effective,Average
28a00c84-11ad-4f5a-8cc0-a54700b1dad5,50574,Long Island University,1937,Cohort 27,M135,10,CTT/ICT,Special Education,7-Oct-16,Developing,Developing+,Developing,Developing+,Developing+,Developing+,Developing+,Developing+,Developing,Developing+,Average
29066a4d-3e21-4695-b81f-a56100250db4,50594,Pace University,961,Cohort 27,M811,7,D75,Special Education,29-Sep-16,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective+,Effective+,Effective+,Above Average
290f7dba-548d-4a95-847e-a52500ff63ac,50401,Long Island University,2072,Cohort 27,10X225,9,CTT/ICT,Special Education,6-Oct-16,Developing,Developing,Developing,Developing+,Developing+,Developing,Developing,Developing,Developing+,Developing+,Average
2941f8c6-92e6-4b0f-a47d-a599011104c8,51009,Pace University,958,Cohort 27,K373,9,D75,D75,28-Sep-16,Developing,Developing,Developing,Developing+,Developing+,Effective,Developing+,Developing+,Developing+,Developing+,Average
29b39462-db6b-4b7a-9cd1-a58d009e5d50,50779,St. John's University,1712,Cohort 27,K620,9,CTT/ICT,Special Education,13-Oct-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing+,Above Average
29beb93e-8bcb-494e-a5c2-a58c0111ddaf,50778,City College,1782,Cohort 27,K592,10,CTT/ICT,English,23-Sep-16,Developing+,Developing+,Developing+,Developing+,Developing,Developing,Developing+,Developing+,Developing,Highly Effective,Average
29d7d368-a0be-422e-aac3-a56200394b0e,50657,St. John's University,1776,Cohort 27,Q455,9,Self-contained,Special Education,27-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Effective,Average
29e6f5f3-3ffc-4e77-ae8b-a52f009174a6,50973,City College,1825,Cohort 27,M182,4,,Bilingual,4-Oct-16,Developing,Developing,Developing,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing,Average
2a46b47c-3f8c-4f0b-8005-a49f00a7aa13,50377,City College,2061,Cohort 27,x089,5,N/A,Bilingual,30-Sep-16,Developing,Developing,Developing,Developing+,Developing,Developing,Ineffective,Developing,Developing,Developing+,Average
2aa8e52c-8ffb-4a55-936c-a4f200973cf3,50351,Pace University,956,Cohort 27,Q009,6,D75,D75,26-Sep-16,Developing+,Developing+,Effective,Effective,Developing+,Developing+,Developing+,Developing+,Developing+,Effective,Average
2acced1d-b360-4664-954b-a41800e8a533,50148,City College,2063,Cohort 27,08X530,10,,ESL,6-Oct-16,Ineffective,Ineffective,Ineffective,Ineffective,Ineffective,Developing,Developing,Ineffective,Ineffective,Ineffective,Below Average
2ad21153-b995-4d51-853c-a58800fac777,50987,City College,1835,Cohort 27,X035,4,,Bilingual,14-Oct-16,Effective,Effective,Effective,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Above Average
2ae8b7fa-be15-4e3f-b213-a172010ce29d,50016,City College,1803,Cohort 27,X447,7,,Special Education,19-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Below Average
2b944210-77c5-4642-916e-a58b01802a41,50730,Long Island University,1706,Cohort 27,X298,8,CTT/ICT,Special Education,11-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,,Developing+,Average
2bd1ab66-3f58-42aa-8482-a3650152b4b4,50049,Long Island University,1785,Cohort 27,M328,6,CTT/ICT,Special Education,17-Oct-16,Developing+,Developing,Developing,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing,Above Average
2bfa8e4c-c8db-48a8-b596-a14001749176,50012,Hunter TESOL,1914,Cohort 27,k001,4,Self-contained,Bilingual,7-Oct-16,Developing,Developing,Effective,Developing+,Effective,Developing+,Developing,Developing,Ineffective,Developing+,Average
2bfe6f7e-e80d-4b4b-a703-a52e01840cd7,50971,Hunter SPED,1962,Cohort 27,Q126,8,CTT/ICT,Special Education,27-Sep-16,Developing,Developing,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing,Effective+,Average
2c181e99-75d7-4e6c-af35-a41b00e1176a,50176,Pace University,2067,Cohort 27,X012,9,Self-contained,D75,13-Oct-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing,Developing+,Developing+,Developing+,Developing+,Top 10%
2c4b9cd8-37ec-48da-9fec-a5930189245a,51136,Long Island University,1758,Cohort 27,15k497,9,CTT/ICT,Special Education,29-Sep-16,Effective,Effective,Effective,Effective,Effective,Effective,Developing+,Effective,Developing+,Effective+,Above Average
2cf092ca-5bf1-4757-919e-a4ff009a1264,50288,Brooklyn College,181,,,9,,,20-Sep-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing,Effective,Above Average
2d1af3d7-7668-4e68-b3a4-a58a011d0255,51167,Pace University,1796,Cohort 27,K281,8,,Science,28-Sep-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing,Average
2d2f86fb-7627-4178-b457-a57200b6cb30,50649,Brooklyn College,166,,,11,CTT/ICT,,15-Sep-16,Developing+,Developing+,Effective,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Effective,Average
2ea2c6d9-777a-4f9c-b543-a46500df43df,50315,Hunter SPED,1935,Cohort 27,27Q334,9,CTT/ICT,Special Education,7-Oct-16,Effective,Effective,Effective,Effective+,,,Effective,Effective,Effective,Highly Effective,Above Average
2eb14074-09a4-4dc9-9932-a55800aa7d44,51112,Lehman College,1998,Cohort 27,X562,7,N/A,English,13-Oct-16,Developing,Developing,Developing,Effective,Developing+,Effective,Developing,Developing,Developing,Developing,Average
2f021679-938d-4faa-b411-a3be003566cc,50146,St. John's University,1146,Cohort 27,x508,9,CTT/ICT,Special Education,5-Oct-16,,,,,Effective,Effective,,Effective,Effective,,Average
2fa3a900-25ca-45ba-aaf6-a5a001899706,51140,Pace University,219,Cohort 27,K262,7,,Science,7-Oct-16,Developing+,Developing,Developing,Developing+,Developing+,Developing+,Developing+,Developing+,Effective,Effective,Average
2fae3649-dd76-4241-8524-a57701287af2,51145,Pace University,1810,Cohort 27,M529,10,N/A,Science,17-Oct-16,Effective,Effective,Effective,Effective,Effective+,Effective,Developing+,Effective,Effective,Effective,Top 10%
2fde50d5-b35a-499e-aeff-a59300a985f2,51019,Pace University,1796,Cohort 27,K077,11,Self-contained,D75,30-Sep-16,Developing+,Developing,Developing+,Developing,Developing+,Developing+,Developing,Developing,Developing,Developing,Average
301e8420-153e-41af-91c9-a15000ea09f7,50013,Pace University,250,Cohort 27,M35,9,D75,D75,7-Oct-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Above Average
3028db47-940a-4bd4-b05f-a2bf016b21a6,50066,St. John's University,1798,Cohort 27,M305,10,CTT/ICT,Special Education,30-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
302968eb-15a4-411e-84b7-a53700aafa47,50812,Lehman College,2007,Cohort 27,M404,10,,Science,26-Oct-12,Effective,Developing,Developing,Developing,Developing,Ineffective,Developing,Developing,Developing,Effective,Average
3037e718-0b93-4cee-9fb6-a536011bea7c,50484,Pace University,953,Cohort 27,K53@spring Creek,9,D75,D75,28-Sep-16,Developing+,Developing+,Developing+,Effective,Effective,Developing+,Developing+,Effective,Developing+,Effective,Average
304d13d1-e205-4033-8b33-a241012d1463,50054,Pace University,1845,Cohort 27,97K753,9,D75,Special Education,6-Oct-16,Developing,Developing,Developing,Developing,Ineffective,Ineffective,Ineffective,Ineffective,Ineffective,Developing+,Below Average
305e332c-644f-41dc-bc9a-a341011ff9e2,50048,Lehman College,2005,Cohort 27,K139,1,Self-contained,ESL,14-Oct-16,Developing+,Developing+,Developing+,Developing+,,Developing+,Developing+,Developing+,,Developing+,Average
308ea468-8a9b-4ae0-bfa7-a54400c89fcd,50768,St. John's University,1781,Cohort 27,Q204,7,N/A,Math,26-Sep-16,Effective,Developing+,Effective,Ineffective,Ineffective,Ineffective,Developing,Developing,Developing,Developing,Below Average
3091b507-3ca6-45dd-aff3-a58f009bef28,50762,Hunter TESOL,2044,Cohort 27,PS359,2,N/A,ESL,29-Sep-16,Developing,Developing,Developing,Developing,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Average
30a1c080-39e8-4b44-aabd-a5b10112cdc2,51070,Lehman College,2004,Cohort 27,X432,9,CTT/ICT,ESL,14-Oct-16,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Average
30daa78f-f227-4b00-bf87-a3da00e83166,50100,Hunter SPED,250,Cohort 27,Q445,11,CTT/ICT,Special Education,11-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
3121fcfd-4bdf-4c3a-b522-a529010e2615,50405,Pace University,1796,Cohort 27,K077,9,D75,D75,30-Sep-16,Developing+,Developing+,Developing+,Developing,Developing+,Developing+,Developing,Developing,Developing,Developing,Average
314bd891-9d65-46fc-8141-a3d30144fc10,50116,Lehman College,2007,Cohort 27,X302,7,,Science,7-Oct-16,Effective+,Developing+,Effective,Ineffective,Ineffective,Ineffective,Developing,Developing,Developing,Developing+,Average
31626a8b-0953-4143-b29e-a24200f7dd2f,50007,Long Island University,1704,Cohort 27,K218,6,CTT/ICT,Special Education,24-Oct-16,Developing,Developing+,Developing,Developing,Developing+,Developing+,Developing,Developing+,Developing+,Developing+,Average
31895544-bb7f-4587-947b-a3cc00da92bb,50226,City College,1833,Cohort 27,M008,3,,Bilingual,6-Oct-16,Effective,Developing+,Developing+,Effective,Developing,Developing+,Developing+,Developing+,Developing,Effective,Above Average
31c28d71-83cd-440b-8492-a47400abb768,50324,City College,1833,Cohort 27,M368,2,,Bilingual,6-Oct-16,Developing+,Developing,Developing,Developing+,Developing,Developing+,Developing,Developing+,Developing,Developing+,Average
31d61792-150f-462a-97a8-a580015334ee,50717,Lehman College,2010,Cohort 27,X374,10,CTT/ICT,Math,15-Sep-16,Developing,Ineffective,Developing,Ineffective,Ineffective,Ineffective,Ineffective,Ineffective,Ineffective,Ineffective,Bottom 10%
31f4c032-3776-4967-b422-a593014ddacc,50782,St. John's University,1814,Cohort 27,X318,7,N/A,Math,14-Oct-16,Developing,Ineffective,Ineffective,Ineffective,Ineffective,Ineffective,Developing,Ineffective,Ineffective,Ineffective,Bottom 10%
31fbee90-418f-4498-b0c9-a52200b5d662,50554,Pace University,2069,Cohort 27,X168,K,D75,D75,30-Sep-16,Ineffective,Developing,Ineffective,Developing,Developing,Developing,Ineffective,Ineffective,Developing,Developing,Average
321e385d-8f56-43c6-a51e-a4ef011f1bf4,50341,Brooklyn College,2030,,,7,N/A,,4-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
322924f6-ae8d-4825-9649-a3e8014fc641,50180,City College,1942,Cohort 27,x080,6,,ESL,14-Oct-16,Developing,Developing,Ineffective,Developing+,Ineffective,Developing,Ineffective,Developing,Ineffective,Developing,Below Average
